MAG,Description,GBK,Class,Category,Family
MAG00271,MAG00271_0004,MAG00271_0004.region001,T3PKS,PKS,FAM_00425
MAG00271,MAG00271_0023,MAG00271_0023.region001,NRPS,NRPS,FAM_00424
MAG00271,MAG00271_0027,MAG00271_0027.region001,NI-siderophore,other,FAM_00298
MAG00271,MAG00271_0039,MAG00271_0039.region001,terpene,terpene,FAM_00425
MAG00271,MAG00271_0066,MAG00271_0066.region001,cyclic-lactone-autoinducer,RiPP,FAM_00435
MAG00271,MAG00271_0076,MAG00271_0076.region001,NI-siderophore,other,FAM_00377
MAG00271,MAG00271_0108,MAG00271_0108.region001,opine-like-metallophore,other,FAM_00224
MAG00271,MAG00271_0154,MAG00271_0154.region001,NRPS,NRPS,FAM_00544
MAG00272,MAG00272_0002,MAG00272_0002.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG00272,MAG00272_0037,MAG00272_0037.region001,thiopeptide,RiPP,FAM_00341
MAG00274,MAG00274_0016,MAG00274_0016.region001,RiPP-like,RiPP,FAM_00341
MAG00274,MAG00274_0041,MAG00274_0041.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG00275,MAG00275_0026,MAG00275_0026.region001,lanthipeptide-class-i,RiPP,FAM_00345
MAG00275,MAG00275_0028,MAG00275_0028.region001,ranthipeptide,RiPP,FAM_00122
MAG00277,MAG00277_0003,MAG00277_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00278,MAG00278_0004,MAG00278_0004.region001,T3PKS,PKS,FAM_00074
MAG00278,MAG00278_0019,MAG00278_0019.region001,RiPP-like,RiPP,FAM_00195
MAG00280,MAG00280_0002,MAG00280_0002.region001,lanthipeptide-class-iii,RiPP,FAM_00467
MAG00281,MAG00281_0001,MAG00281_0001.region001,ranthipeptide,RiPP,FAM_00108
MAG00283,MAG00283_0001,MAG00283_0001.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00283,MAG00283_0001,MAG00283_0001.region002,RiPP-like,RiPP,FAM_00169
MAG00283,MAG00283_0026,MAG00283_0026.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00284,MAG00284_0143,MAG00284_0143.region001,ranthipeptide,RiPP,FAM_00136
MAG00285,MAG00285_0007,MAG00285_0007.region001,ranthipeptide,RiPP,FAM_00112
MAG00286,MAG00286_0115,MAG00286_0115.region001,T3PKS,PKS,FAM_00012
MAG00288,MAG00288_0069,MAG00288_0069.region001,RRE-containing,RiPP,FAM_00044
MAG00289,MAG00289_0002,MAG00289_0002.region001,RiPP-like,RiPP,FAM_00240
MAG00289,MAG00289_0011,MAG00289_0011.region001,RiPP-like,RiPP,FAM_00089
MAG00289,MAG00289_0015,MAG00289_0015.region001,LAP,RiPP,FAM_00101
MAG00289,MAG00289_0051,MAG00289_0051.region001,RiPP-like,RiPP,FAM_00087
MAG00290,MAG00290_0004,MAG00290_0004.region001,RiPP-like,RiPP,FAM_00221
MAG00290,MAG00290_0017,MAG00290_0017.region001,RiPP-like,RiPP,FAM_00240
MAG00290,MAG00290_0033,MAG00290_0033.region001,RiPP-like,RiPP,FAM_00091
MAG00290,MAG00290_0166,MAG00290_0166.region001,RiPP-like,RiPP,FAM_00101
MAG00290,MAG00290_0306,MAG00290_0306.region001,RiPP-like,RiPP,FAM_00085
MAG00292,MAG00292_0363,MAG00292_0363.region001,RiPP-like,RiPP,FAM_00521
MAG00293,MAG00293_0007,MAG00293_0007.region001,RiPP-like,RiPP,FAM_00169
MAG00293,MAG00293_0029,MAG00293_0029.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00294,MAG00294_0001,MAG00294_0001.region001,ranthipeptide,RiPP,FAM_00121
MAG00294,MAG00294_0003,MAG00294_0003.region001,RiPP-like,RiPP,FAM_00182
MAG00295,MAG00295_0083,MAG00295_0083.region001,ranthipeptide,RiPP,FAM_00111
MAG00297,MAG00297_0004,MAG00297_0004.region001,RiPP-like,RiPP,FAM_00169
MAG00302,MAG00302_0004,MAG00302_0004.region001,RRE-containing,RiPP,FAM_00259
MAG00303,MAG00303_0001,MAG00303_0001.region001,RRE-containing,RiPP,FAM_00034
MAG00303,MAG00303_0033,MAG00303_0033.region001,arylpolyene,PKS,FAM_00025
MAG00303,MAG00303_0081,MAG00303_0081.region001,arylpolyene,PKS,FAM_00020
MAG00304,MAG00304_0002,MAG00304_0002.region001,ranthipeptide,RiPP,FAM_00135
MAG00305,MAG00305_0022,MAG00305_0022.region001,ranthipeptide,RiPP,FAM_00107
MAG00307,MAG00307_0001,MAG00307_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00307,MAG00307_0008,MAG00307_0008.region001,RiPP-like,RiPP,FAM_00089
MAG00307,MAG00307_0043,MAG00307_0043.region001,RiPP-like,RiPP,FAM_00085
MAG00308,MAG00308_0017,MAG00308_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00309,MAG00309_0002,MAG00309_0002.region001,NRPS-like,NRPS,FAM_00003
MAG00309,MAG00309_0014,MAG00309_0014.region001,T3PKS,PKS,FAM_00011
MAG00310,MAG00310_0004,MAG00310_0004.region001,RRE-containing,RiPP,FAM_00057
MAG00311,MAG00311_0015,MAG00311_0015.region001,T3PKS,PKS,FAM_00084
MAG00313,MAG00313_0007,MAG00313_0007.region001,ranthipeptide,RiPP,FAM_00111
MAG00313,MAG00313_0008,MAG00313_0008.region001,RaS-RiPP,RiPP,FAM_00226
MAG00314,MAG00314_0003,MAG00314_0003.region001,ranthipeptide,RiPP,FAM_00135
MAG00318,MAG00318_0001,MAG00318_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00318,MAG00318_0032,MAG00318_0032.region001,RiPP-like,RiPP,FAM_00194
MAG00321,MAG00321_0009,MAG00321_0009.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00321,MAG00321_0017,MAG00321_0017.region001,RiPP-like,RiPP,FAM_00169
MAG00321,MAG00321_0035,MAG00321_0035.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00324,MAG00324_0002,MAG00324_0002.region001,RRE-containing,RiPP,FAM_00039
MAG00324,MAG00324_0012,MAG00324_0012.region001,arylpolyene,PKS,FAM_00018
MAG00325,MAG00325_0003,MAG00325_0003.region001,ranthipeptide,RiPP,FAM_00123
MAG00326,MAG00326_0002,MAG00326_0002.region001,ranthipeptide,RiPP,FAM_00118
MAG00327,MAG00327_0007,MAG00327_0007.region001,T3PKS,PKS,FAM_00009
MAG00327,MAG00327_0017,MAG00327_0017.region001,NRPS-like,NRPS,FAM_00006
MAG00329,MAG00329_0001,MAG00329_0001.region001,ranthipeptide,RiPP,FAM_00113
MAG00329,MAG00329_0013,MAG00329_0013.region001,RiPP-like,RiPP,FAM_00261
MAG00329,MAG00329_0028,MAG00329_0028.region001,RRE-containing,RiPP,FAM_00404
MAG00331,MAG00331_0189,MAG00331_0189.region001,lassopeptide,RiPP,FAM_00338
MAG00332,MAG00332_0008,MAG00332_0008.region001,ranthipeptide,RiPP,FAM_00134
MAG00333,MAG00333_0042,MAG00333_0042.region001,NRPS,NRPS,FAM_00233
MAG00333,MAG00333_0046,MAG00333_0046.region001,NRPS,NRPS,FAM_00234
MAG00334,MAG00334_0024,MAG00334_0024.region001,ranthipeptide,RiPP,FAM_00106
MAG00336,MAG00336_0017,MAG00336_0017.region001,RRE-containing,RiPP,FAM_00045
MAG00336,MAG00336_0043,MAG00336_0043.region001,LAP.thiopeptide,RiPP,FAM_00067
MAG00336,MAG00336_0111,MAG00336_0111.region001,resorcinol,other,FAM_00056
MAG00338,MAG00338_0001,MAG00338_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00338,MAG00338_0020,MAG00338_0020.region001,RiPP-like,RiPP,FAM_00094
MAG00338,MAG00338_0035,MAG00338_0035.region001,RiPP-like,RiPP,FAM_00091
MAG00338,MAG00338_0105,MAG00338_0105.region001,RiPP-like,RiPP,FAM_00087
MAG00340,MAG00340_0021,MAG00340_0021.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG00340,MAG00340_0023,MAG00340_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00343,MAG00343_0001,MAG00343_0001.region001,T3PKS,PKS,FAM_00084
MAG00344,MAG00344_0045,MAG00344_0045.region001,ranthipeptide,RiPP,FAM_00112
MAG00345,MAG00345_0001,MAG00345_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00345,MAG00345_0019,MAG00345_0019.region001,RiPP-like,RiPP,FAM_00094
MAG00345,MAG00345_0034,MAG00345_0034.region001,RiPP-like,RiPP,FAM_00091
MAG00345,MAG00345_0099,MAG00345_0099.region001,RiPP-like,RiPP,FAM_00087
MAG00346,MAG00346_0003,MAG00346_0003.region001,ranthipeptide,RiPP,FAM_00112
MAG00346,MAG00346_0012,MAG00346_0012.region001,RaS-RiPP,RiPP,FAM_00226
MAG00348,MAG00348_0024,MAG00348_0024.region001,resorcinol,other,FAM_00042
MAG00349,MAG00349_0005,MAG00349_0005.region001,NRPS-like,NRPS,FAM_00006
MAG00349,MAG00349_0010,MAG00349_0010.region001,T3PKS,PKS,FAM_00012
MAG00350,MAG00350_0078,MAG00350_0078.region001,ranthipeptide,RiPP,FAM_00134
MAG00353,MAG00353_0009,MAG00353_0009.region001,ranthipeptide,RiPP,FAM_00135
MAG00354,MAG00354_0005,MAG00354_0005.region001,ranthipeptide,RiPP,FAM_00123
MAG00356,MAG00356_0002,MAG00356_0002.region001,ranthipeptide,RiPP,FAM_00128
MAG00356,MAG00356_0021,MAG00356_0021.region001,RiPP-like,RiPP,FAM_00007
MAG00357,MAG00357_0080,MAG00357_0080.region001,lanthipeptide-class-i,RiPP,FAM_00288
MAG00358,MAG00358_0022,MAG00358_0022.region001,T3PKS,PKS,FAM_00011
MAG00358,MAG00358_0053,MAG00358_0053.region001,NRPS,NRPS,FAM_00491
MAG00360,MAG00360_0001,MAG00360_0001.region001,RRE-containing,RiPP,FAM_00036
MAG00365,MAG00365_0006,MAG00365_0006.region001,ranthipeptide,RiPP,FAM_00108
MAG00367,MAG00367_0001,MAG00367_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00367,MAG00367_0105,MAG00367_0105.region001,RiPP-like,RiPP,FAM_00087
MAG00367,MAG00367_0117,MAG00367_0117.region001,RiPP-like,RiPP,FAM_00104
MAG00370,MAG00370_0001,MAG00370_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00370,MAG00370_0007,MAG00370_0007.region001,RiPP-like,RiPP,FAM_00089
MAG00370,MAG00370_0010,MAG00370_0010.region001,LAP,RiPP,FAM_00101
MAG00371,MAG00371_0014,MAG00371_0014.region001,ranthipeptide,RiPP,FAM_00106
MAG00372,MAG00372_0034,MAG00372_0034.region001,T3PKS,PKS,FAM_00075
MAG00375,MAG00375_0007,MAG00375_0007.region001,RiPP-like,RiPP,FAM_00169
MAG00375,MAG00375_0023,MAG00375_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00376,MAG00376_0001,MAG00376_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00376,MAG00376_0001,MAG00376_0001.region002,RiPP-like,RiPP,FAM_00195
MAG00378,MAG00378_0015,MAG00378_0015.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00379,MAG00379_0001,MAG00379_0001.region001,NRPS,NRPS,FAM_00165
MAG00380,MAG00380_0002,MAG00380_0002.region001,RiPP-like,RiPP,FAM_00524
MAG00381,MAG00381_0011,MAG00381_0011.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00382,MAG00382_0022,MAG00382_0022.region001,ranthipeptide,RiPP,FAM_00106
MAG00385,MAG00385_0008,MAG00385_0008.region001,RiPP-like,RiPP,FAM_00195
MAG00387,MAG00387_0094,MAG00387_0094.region001,NRPS,NRPS,FAM_00165
MAG00388,MAG00388_0016,MAG00388_0016.region001,RiPP-like,RiPP,FAM_00240
MAG00388,MAG00388_0024,MAG00388_0024.region001,RiPP-like,RiPP,FAM_00085
MAG00388,MAG00388_0041,MAG00388_0041.region001,RiPP-like,RiPP,FAM_00097
MAG00388,MAG00388_0092,MAG00388_0092.region001,RiPP-like,RiPP,FAM_00085
MAG00388,MAG00388_0129,MAG00388_0129.region001,RiPP-like,RiPP,FAM_00101
MAG00389,MAG00389_0021,MAG00389_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00389,MAG00389_0022,MAG00389_0022.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG00390,MAG00390_0054,MAG00390_0054.region001,NRPS,NRPS,FAM_00165
MAG00394,MAG00394_0001,MAG00394_0001.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00394,MAG00394_0025,MAG00394_0025.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00397,MAG00397_0038,MAG00397_0038.region001,arylpolyene,PKS,FAM_00025
MAG00397,MAG00397_0126,MAG00397_0126.region001,RRE-containing,RiPP,FAM_00034
MAG00398,MAG00398_0009,MAG00398_0009.region001,lanthipeptide-class-iii,RiPP,FAM_00467
MAG00399,MAG00399_0008,MAG00399_0008.region001,ranthipeptide,RiPP,FAM_00121
MAG00399,MAG00399_0012,MAG00399_0012.region001,RiPP-like,RiPP,FAM_00182
MAG00399,MAG00399_0031,MAG00399_0031.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00399,MAG00399_0040,MAG00399_0040.region001,RiPP-like,RiPP,FAM_00195
MAG00402,MAG00402_0006,MAG00402_0006.region001,ranthipeptide,RiPP,FAM_00106
MAG00403,MAG00403_0004,MAG00403_0004.region001,NAPAA,NRPS,FAM_00356
MAG00403,MAG00403_0041,MAG00403_0041.region001,T1PKS,PKS,FAM_00203
MAG00403,MAG00403_0159,MAG00403_0159.region001,terpene,terpene,FAM_00511
MAG00406,MAG00406_0007,MAG00406_0007.region001,arylpolyene,PKS,FAM_00020
MAG00406,MAG00406_0010,MAG00406_0010.region001,arylpolyene,PKS,FAM_00029
MAG00406,MAG00406_0021,MAG00406_0021.region001,RRE-containing,RiPP,FAM_00034
MAG00408,MAG00408_0010,MAG00408_0010.region001,ranthipeptide,RiPP,FAM_00123
MAG00408,MAG00408_0015,MAG00408_0015.region001,RRE-containing,RiPP,FAM_00449
MAG00409,MAG00409_0002,MAG00409_0002.region001,RiPP-like,RiPP,FAM_00169
MAG00409,MAG00409_0005,MAG00409_0005.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00411,MAG00411_0002,MAG00411_0002.region001,RaS-RiPP,RiPP,FAM_00226
MAG00411,MAG00411_0007,MAG00411_0007.region001,ranthipeptide,RiPP,FAM_00112
MAG00412,MAG00412_0012,MAG00412_0012.region001,T3PKS,PKS,FAM_00084
MAG00414,MAG00414_0004,MAG00414_0004.region001,RiPP-like,RiPP,FAM_00182
MAG00414,MAG00414_0024,MAG00414_0024.region001,ranthipeptide,RiPP,FAM_00121
MAG00415,MAG00415_0083,MAG00415_0083.region001,ranthipeptide,RiPP,FAM_00136
MAG00417,MAG00417_0001,MAG00417_0001.region001,lanthipeptide-class-iii,RiPP,FAM_00467
MAG00418,MAG00418_0030,MAG00418_0030.region001,ranthipeptide,RiPP,FAM_00106
MAG00420,MAG00420_0004,MAG00420_0004.region001,T3PKS,PKS,FAM_00187
MAG00421,MAG00421_0003,MAG00421_0003.region001,T1PKS,PKS,FAM_00202
MAG00421,MAG00421_0249,MAG00421_0249.region001,NRPS-like,NRPS,FAM_00356
MAG00421,MAG00421_0257,MAG00421_0257.region001,terpene,terpene,FAM_00206
MAG00423,MAG00423_0011,MAG00423_0011.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00424,MAG00424_0043,MAG00424_0043.region001,T3PKS,PKS,FAM_00074
MAG00425,MAG00425_0001,MAG00425_0001.region001,lanthipeptide-class-iv,RiPP,FAM_00296
MAG00426,MAG00426_0015,MAG00426_0015.region001,betalactone,other,FAM_00484
MAG00426,MAG00426_0030,MAG00426_0030.region001,T1PKS,PKS,FAM_00198
MAG00426,MAG00426_0031,MAG00426_0031.region001,terpene,terpene,FAM_00390
MAG00427,MAG00427_0001,MAG00427_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00428,MAG00428_0028,MAG00428_0028.region001,NRPS,NRPS,FAM_00165
MAG00429,MAG00429_0008,MAG00429_0008.region001,NRPS.NRPS-like,NRPS,FAM_00392
MAG00430,MAG00430_0016,MAG00430_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00431,MAG00431_0001,MAG00431_0001.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00431,MAG00431_0001,MAG00431_0001.region002,RiPP-like,RiPP,FAM_00170
MAG00431,MAG00431_0024,MAG00431_0024.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00432,MAG00432_0223,MAG00432_0223.region001,RiPP-like,RiPP,FAM_00169
MAG00434,MAG00434_0028,MAG00434_0028.region001,resorcinol,other,FAM_00051
MAG00435,MAG00435_0008,MAG00435_0008.region001,ranthipeptide,RiPP,FAM_00112
MAG00436,MAG00436_0001,MAG00436_0001.region001,RRE-containing,RiPP,FAM_00382
MAG00438,MAG00438_0001,MAG00438_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00438,MAG00438_0005,MAG00438_0005.region001,RiPP-like,RiPP,FAM_00336
MAG00438,MAG00438_0007,MAG00438_0007.region001,RiPP-like,RiPP,FAM_00194
MAG00439,MAG00439_0002,MAG00439_0002.region001,T3PKS,PKS,FAM_00075
MAG00440,MAG00440_0010,MAG00440_0010.region001,ranthipeptide,RiPP,FAM_00107
MAG00441,MAG00441_0004,MAG00441_0004.region001,RiPP-like,RiPP,FAM_00169
MAG00441,MAG00441_0027,MAG00441_0027.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG00441,MAG00441_0028,MAG00441_0028.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00442,MAG00442_0007,MAG00442_0007.region001,T3PKS,PKS,FAM_00079
MAG00443,MAG00443_0002,MAG00443_0002.region001,RiPP-like,RiPP,FAM_00240
MAG00443,MAG00443_0015,MAG00443_0015.region001,RiPP-like,RiPP,FAM_00094
MAG00443,MAG00443_0031,MAG00443_0031.region001,RiPP-like,RiPP,FAM_00097
MAG00443,MAG00443_0098,MAG00443_0098.region001,RiPP-like,RiPP,FAM_00087
MAG00445,MAG00445_0012,MAG00445_0012.region001,terpene,terpene,FAM_00196
MAG00445,MAG00445_0034,MAG00445_0034.region001,NRPS-like,NRPS,FAM_00356
MAG00446,MAG00446_0009,MAG00446_0009.region001,terpene,terpene,FAM_00455
MAG00446,MAG00446_0029,MAG00446_0029.region001,T1PKS,PKS,FAM_00201
MAG00446,MAG00446_0046,MAG00446_0046.region001,terpene,terpene,FAM_00206
MAG00448,MAG00448_0023,MAG00448_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00449,MAG00449_0001,MAG00449_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00449,MAG00449_0001,MAG00449_0001.region002,RiPP-like,RiPP,FAM_00195
MAG00450,MAG00450_0001,MAG00450_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG00451,MAG00451_0037,MAG00451_0037.region001,T3PKS,PKS,FAM_00075
MAG00453,MAG00453_0235,MAG00453_0235.region001,ranthipeptide,RiPP,FAM_00107
MAG00454,MAG00454_0013,MAG00454_0013.region001,lanthipeptide-class-ii,RiPP,FAM_00173
MAG00454,MAG00454_0133,MAG00454_0133.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00456,MAG00456_0023,MAG00456_0023.region001,NRPS,NRPS,FAM_00392
MAG00456,MAG00456_0093,MAG00456_0093.region001,RiPP-like,RiPP,FAM_00521
MAG00457,MAG00457_0092,MAG00457_0092.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00457,MAG00457_0110,MAG00457_0110.region001,RiPP-like,RiPP,FAM_00182
MAG00457,MAG00457_0277,MAG00457_0277.region001,NRPS-like,NRPS,FAM_00337
MAG00461,MAG00461_0002,MAG00461_0002.region001,NRPS,NRPS,FAM_00165
MAG00463,MAG00463_0004,MAG00463_0004.region001,NRPS,NRPS,FAM_00165
MAG00463,MAG00463_0035,MAG00463_0035.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00464,MAG00464_0002,MAG00464_0002.region001,RiPP-like,RiPP,FAM_00169
MAG00467,MAG00467_0001,MAG00467_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00467,MAG00467_0028,MAG00467_0028.region001,RiPP-like,RiPP,FAM_00094
MAG00467,MAG00467_0036,MAG00467_0036.region001,RiPP-like,RiPP,FAM_00097
MAG00467,MAG00467_0043,MAG00467_0043.region001,RiPP-like,RiPP,FAM_00221
MAG00467,MAG00467_0151,MAG00467_0151.region001,RiPP-like,RiPP,FAM_00087
MAG00468,MAG00468_0016,MAG00468_0016.region001,NRPS,NRPS,FAM_00165
MAG00469,MAG00469_0001,MAG00469_0001.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00469,MAG00469_0015,MAG00469_0015.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00473,MAG00473_0017,MAG00473_0017.region001,LAP,RiPP,FAM_00295
MAG00473,MAG00473_0091,MAG00473_0091.region001,ranthipeptide,RiPP,FAM_00128
MAG00473,MAG00473_0201,MAG00473_0201.region001,RiPP-like,RiPP,FAM_00008
MAG00474,MAG00474_0014,MAG00474_0014.region001,NI-siderophore,other,FAM_00298
MAG00474,MAG00474_0019,MAG00474_0019.region001,NI-siderophore,other,FAM_00377
MAG00474,MAG00474_0021,MAG00474_0021.region001,NRPS,NRPS,FAM_00424
MAG00474,MAG00474_0045,MAG00474_0045.region001,cyclic-lactone-autoinducer,RiPP,FAM_00435
MAG00474,MAG00474_0082,MAG00474_0082.region001,opine-like-metallophore,other,FAM_00224
MAG00474,MAG00474_0098,MAG00474_0098.region001,T3PKS,PKS,FAM_00425
MAG00474,MAG00474_0156,MAG00474_0156.region001,RiPP-like,RiPP,FAM_00087
MAG00474,MAG00474_0157,MAG00474_0157.region001,terpene,terpene,FAM_00425
MAG00474,MAG00474_0214,MAG00474_0214.region001,cyclic-lactone-autoinducer,RiPP,FAM_00435
MAG00475,MAG00475_0012,MAG00475_0012.region001,ectoine,other,FAM_00364
MAG00475,MAG00475_0097,MAG00475_0097.region001,T1PKS,PKS,FAM_00204
MAG00477,MAG00477_0001,MAG00477_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG00478,MAG00478_0001,MAG00478_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG00481,MAG00481_0010,MAG00481_0010.region001,ranthipeptide,RiPP,FAM_00135
MAG00482,MAG00482_0021,MAG00482_0021.region001,T3PKS,PKS,FAM_00010
MAG00482,MAG00482_0241,MAG00482_0241.region001,RiPP-like,RiPP,FAM_00171
MAG00484,MAG00484_0005,MAG00484_0005.region001,arylpolyene,PKS,FAM_00020
MAG00484,MAG00484_0061,MAG00484_0061.region001,RRE-containing,RiPP,FAM_00034
MAG00489,MAG00489_0011,MAG00489_0011.region001,T3PKS,PKS,FAM_00084
MAG00490,MAG00490_0012,MAG00490_0012.region001,NRPS,NRPS,FAM_00165
MAG00492,MAG00492_0028,MAG00492_0028.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG00492,MAG00492_0093,MAG00492_0093.region001,RiPP-like,RiPP,FAM_00341
MAG00492,MAG00492_0097,MAG00492_0097.region001,NI-siderophore,other,FAM_00408
MAG00494,MAG00494_0005,MAG00494_0005.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG00494,MAG00494_0086,MAG00494_0086.region001,thiopeptide,RiPP,FAM_00341
MAG00495,MAG00495_0128,MAG00495_0128.region001,cyclic-lactone-autoinducer,RiPP,FAM_00463
MAG00495,MAG00495_0197,MAG00495_0197.region001,T3PKS,PKS,FAM_00506
MAG00496,MAG00496_0009,MAG00496_0009.region001,RiPP-like,RiPP,FAM_00089
MAG00496,MAG00496_0026,MAG00496_0026.region001,RiPP-like,RiPP,FAM_00094
MAG00497,MAG00497_0002,MAG00497_0002.region001,RiPP-like,RiPP,FAM_00240
MAG00497,MAG00497_0012,MAG00497_0012.region001,RiPP-like,RiPP,FAM_00089
MAG00497,MAG00497_0017,MAG00497_0017.region001,LAP,RiPP,FAM_00101
MAG00497,MAG00497_0084,MAG00497_0084.region001,RiPP-like,RiPP,FAM_00087
MAG00500,MAG00500_0002,MAG00500_0002.region001,RiPP-like,RiPP,FAM_00170
MAG00500,MAG00500_0025,MAG00500_0025.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00502,MAG00502_0015,MAG00502_0015.region001,T1PKS,PKS,FAM_00201
MAG00502,MAG00502_0027,MAG00502_0027.region001,ectoine,other,FAM_00364
MAG00502,MAG00502_0051,MAG00502_0051.region001,terpene,terpene,FAM_00455
MAG00503,MAG00503_0001,MAG00503_0001.region001,RiPP-like,RiPP,FAM_00240
MAG00503,MAG00503_0112,MAG00503_0112.region001,RiPP-like,RiPP,FAM_00103
MAG00503,MAG00503_0130,MAG00503_0130.region001,RiPP-like,RiPP,FAM_00093
MAG00505,MAG00505_0003,MAG00505_0003.region001,RiPP-like,RiPP,FAM_00169
MAG00506,MAG00506_0027,MAG00506_0027.region001,T3PKS,PKS,FAM_00080
MAG00507,MAG00507_0001,MAG00507_0001.region001,NRPS,NRPS,FAM_00165
MAG00509,MAG00509_0003,MAG00509_0003.region001,RiPP-like,RiPP,FAM_00182
MAG00509,MAG00509_0008,MAG00509_0008.region001,ranthipeptide,RiPP,FAM_00132
MAG00510,MAG00510_0001,MAG00510_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00510,MAG00510_0001,MAG00510_0001.region002,RiPP-like,RiPP,FAM_00195
MAG00511,MAG00511_0010,MAG00511_0010.region001,T3PKS,PKS,FAM_00074
MAG00512,MAG00512_0010,MAG00512_0010.region001,ranthipeptide,RiPP,FAM_00106
MAG00513,MAG00513_0066,MAG00513_0066.region001,RRE-containing,RiPP,FAM_00034
MAG00513,MAG00513_0079,MAG00513_0079.region001,arylpolyene,PKS,FAM_00029
MAG00513,MAG00513_0171,MAG00513_0171.region001,arylpolyene,PKS,FAM_00025
MAG00516,MAG00516_0006,MAG00516_0006.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG00516,MAG00516_0031,MAG00516_0031.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG00521,MAG00521_0002,MAG00521_0002.region001,NRPS,NRPS,FAM_00165
MAG00522,MAG00522_0003,MAG00522_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG00522,MAG00522_0003,MAG00522_0003.region002,RiPP-like,RiPP,FAM_00195
MAG00522,MAG00522_0015,MAG00522_0015.region001,RiPP-like,RiPP,FAM_00195
MAG00523,MAG00523_0004,MAG00523_0004.region001,T3PKS,PKS,FAM_00074
MAG00527,MAG00527_0004,MAG00527_0004.region001,RiPP-like,RiPP,FAM_00182
MAG00527,MAG00527_0019,MAG00527_0019.region001,ranthipeptide,RiPP,FAM_00131
MAG00528,MAG00528_0002,MAG00528_0002.region001,RaS-RiPP,RiPP,FAM_00226
MAG00528,MAG00528_0017,MAG00528_0017.region001,ranthipeptide,RiPP,FAM_00112
MAG00529,MAG00529_0012,MAG00529_0012.region001,RRE-containing,RiPP,FAM_00035
MAG00529,MAG00529_0028,MAG00529_0028.region001,arylpolyene,PKS,FAM_00020
MAG00531,MAG00531_0011,MAG00531_0011.region001,ranthipeptide,RiPP,FAM_00106
MAG00532,MAG00532_0004,MAG00532_0004.region001,RiPP-like,RiPP,FAM_00169
MAG00532,MAG00532_0033,MAG00532_0033.region001,lanthipeptide-class-iii,RiPP,FAM_00180
