sequence,region,type,From_To,most_similar_known_cluster,most_similar_known_cluster_type,similarity,BGC
MAG00105_0216,216.1,['cyclic-lactone-autoinducer'],1_3909,,,,
MAG00105_0266,266.1,['NRPS'],1_2064,,,,
MAG00106_0035,35.1,['ranthipeptide'],1_15827,,,,
MAG00107_0013,13.1,['betalactone'],63081_78113,,,,
MAG00107_0023,23.1,['hydrogen-cyanide'],18055_30965,hydrogen cyanide,Other,100,BGC0002345
MAG00107_0026,26.1,['hserlactone'],42353_62458,,,,
MAG00107_0027,27.1,['RiPP-like'],21160_31990,,,,
MAG00107_0043,43.1,['NRPS'],1_38722,azotobactin D,NRP,50,BGC0002433
MAG00107_0043,43.1,['NRPS'],1_38722,Pf-5 pyoverdine,NRP,2,BGC0000413
MAG00107_0047,47.1,['phenazine'],32655_42817,,,,
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,pyochelin,NRP,92,BGC0002678
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,pyochelin,NRP,100,BGC0000412
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,enantio-pyochelin,NRP,60,BGC0002475
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,madurastatin D1/madurastatin D2/(-)-Madurastatin C1,NRP,2,BGC0002686
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,amychelin,NRP,12,BGC0000300
MAG00107_0066,66.1,"['NRP-metallophore', 'NRPS']",1_31829,yersiniabactin,NRP+Polyketide,16,BGC0002570
MAG00107_0068,68.1,['thiopeptide'],5185_31075,,,,
MAG00107_0101,101.1,['RiPP-like'],8875_19729,,,,
MAG00107_0111,111.1,['opine-like-metallophore'],1_15739,pseudopaline,Other,100,BGC0002489
MAG00107_0141,141.1,['NAGGN'],2456_15633,,,,
MAG00107_0143,143.1,['hserlactone'],4622_15406,,,,
MAG00107_0152,152.1,['NRPS-like'],1_14659,thanamycin,NRP:Beta-lactam,27,BGC0000443
MAG00107_0152,152.1,['NRPS-like'],1_14659,pyrronazol B,NRP+Polyketide,9,BGC0001750
MAG00107_0161,161.1,['NRPS'],1_12696,azetidomonamide A/azetidomonamide B,NRP,18,BGC0002037
MAG00107_0176,176.1,['redox-cofactor'],1_10240,lankacidin C,NRP+Polyketide,13,BGC0001100
MAG00107_0185,185.1,['NRPS'],1_9223,L-2-amino-4-methoxy-trans-3-butenoic acid,NRP,80,BGC0000287
MAG00107_0185,185.1,['NRPS'],1_9223,leinamycin,NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide,2,BGC0001101
MAG00107_0188,188.1,['NRPS'],1_8873,L-2-amino-4-methoxy-trans-3-butenoic acid,NRP,40,BGC0000287
MAG00107_0205,205.1,['NRPS'],1_6172,azetidomonamide A/azetidomonamide B,NRP,27,BGC0002037
MAG00107_0205,205.1,['NRPS'],1_6172,clipibicyclene/azabicyclene B/azabicyclene C/azabicyclene D,NRP+Polyketide,16,BGC0002697
MAG00107_0205,205.1,['NRPS'],1_6172,bohemamine A/bohemamine B/bohemamine C,NRP,12,BGC0002147
MAG00107_0205,205.1,['NRPS'],1_6172,legonindolizidine A6,NRP+Alkaloid,8,BGC0002666
MAG00107_0206,206.1,['NRPS'],1_6148,,,,
MAG00107_0213,213.1,['NRPS-like'],1_5550,MA026,NRP,2,BGC0002379
MAG00107_0221,221.1,['NRPS'],1_4971,rhizomide A/rhizomide B/rhizomide C,NRP,100,BGC0001758
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,subtilosin A,RiPP:Thiopeptide,100,BGC0000602
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,bacilysin,Other,100,BGC0001184
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,bacilysin,Other,100,BGC0000888
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,S-layer glycan,Saccharide,14,BGC0000796
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,S-layer glycan,Saccharide,13,BGC0000794
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,glucorhamnan,Saccharide,8,BGC0002302
MAG00108_0001,1.1,"['other', 'sactipeptide']",152030_214447,S-layer glycan,Saccharide,8,BGC0000795
MAG00108_0003,3.1,['CDPS'],109814_130560,pulcherriminic acid,Other,100,BGC0002103
MAG00108_0004,4.1,['terpene'],1_11308,,,,
MAG00108_0005,5.1,['NRPS'],1_52918,surfactin,NRP:Lipopeptide,69,BGC0000433
MAG00108_0005,5.1,['NRPS'],1_52918,lichenysin,NRP,50,BGC0000381
MAG00108_0005,5.1,['NRPS'],1_52918,basiliskamide A/basiliskamide B,Polyketide,9,BGC0000172
MAG00108_0011,11.1,['T3PKS'],18801_59898,1-carbapen-2-em-3-carboxylic acid,Other,16,BGC0001847
MAG00108_0019,19.1,['terpene'],606_22504,,,,
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,bacillaene,Polyketide+NRP,71,BGC0001089
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,aurantinin B/aurantinin C/aurantinin D,Polyketide,28,BGC0001520
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,lagriene,Polyketide,13,BGC0002455
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,macrobrevin,Polyketide:Trans-AT type I polyketide,46,BGC0001470
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,calyculin A/phosphocalyculin A/calyculinamide A/dephosphonocalyculin A,NRP+Polyketide:Trans-AT type I polyketide,28,BGC0000967
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,mycalamide A,NRP+Polyketide:Trans-AT type I polyketide,30,BGC0002055
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,pulvomycin B/pulvomycin C/pulvomycin D,Polyketide,17,BGC0002374
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,elansolid A1,Polyketide:Trans-AT type I polyketide,30,BGC0000178
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D,Polyketide,28,BGC0002385
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,pseudomonic acid A,Polyketide:Iterative type I polyketide+Polyketide:Trans-AT type I polyketide,13,BGC0000182
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,thailandamide/thailandamide lactone,NRP+Polyketide:Modular type I polyketide,26,BGC0000186
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,thiomarinol,NRP+Polyketide,13,BGC0001115
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,nosperin,NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide,38,BGC0001071
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,cusperin,NRP+Polyketide,45,BGC0001564
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,kalimantacin A,NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide,20,BGC0001099
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,gynuellalide,Polyketide,37,BGC0001835
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,myxovirescin A1,NRP+Polyketide:Trans-AT type I polyketide,30,BGC0001025
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,spliceostatin L/spliceostatin M,NRP+Polyketide:Trans-AT type I polyketide,25,BGC0002059
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,cylindrocyclophane D/cylindrocyclophane E/cylindrocyclophane F,Polyketide:Modular type I polyketide+Polyketide:Type III polyketide,33,BGC0001064
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,cylindrocyclophane,Polyketide,25,BGC0001566
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,thailanstatin A,NRP+Polyketide,20,BGC0001114
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,FR901464,NRP+Polyketide,20,BGC0000995
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,spliceostatin/FR901464,NRP+Polyketide,26,BGC0001113
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,apratoxin A,Polyketide+NRP,36,BGC0002542
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F,NRP+Polyketide,13,BGC0002296
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,jamaicamide A/jamaicamide B/jamaicamide C,NRP+Polyketide,15,BGC0001001
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,malyngamide C acetate,NRP+Polyketide,13,BGC0001970
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,malyngamide I,NRP+Polyketide,16,BGC0001971
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,curacin A,NRP+Polyketide:Modular type I polyketide,26,BGC0000976
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,curacin A,NRP+Polyketide:Modular type I polyketide,28,BGC0001165
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,isobongkrekic acid/bongkrekic acid,Polyketide:Modular type I polyketide,28,BGC0000173
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,oocydin A,NRP+Polyketide,21,BGC0001031
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,oocydin A,NRP+Polyketide,21,BGC0001032
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,difficidin,Polyketide,26,BGC0000176
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,sesbanimide C/sesbanimide F/sesbanimide E,NRP+Polyketide,20,BGC0002082
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,lasonolide A,Polyketide,14,BGC0002153
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,carbamidocyclophane A/carbamidocyclophane B/carbamidocyclophane C/carbamidocyclophane D/carbamidocyclophane E/carbamidocyclophane F/carbamidocyclophane H/carbamidocyclophane M/carbamidocyclophane N/carbamidocyclophane O/carbamidocyclophane P/carbamidocyclophane Q/carbamidocyclophane R/carbamidocyclophane S/carbamidocyclophane T/carbamidocyclophane U,Polyketide,23,BGC0001357
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,phormidolide,Polyketide,21,BGC0001350
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,leptolyngbyalide,Polyketide,14,BGC0001837
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,bryostatin,Polyketide,33,BGC0000205
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,psymberin/irciniastatin B,NRP+Polyketide:Trans-AT type I polyketide,15,BGC0001110
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,pyxipyrrolone A/pyxipyrrolone B,NRP+Polyketide,11,BGC0001751
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,corallopyronin,NRP+Polyketide,18,BGC0001091
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,labrenzin,NRP+Polyketide,12,BGC0002068
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,largimiycin 38/largimycin 39,NRP+Polyketide:Modular type I polyketide,5,BGC0001853
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,ripostatin A/ripostatin B/ripostatin C,Polyketide,11,BGC0001761
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,palmerolide A/palmerolide B/palmerolide C/palmerolide F/palmerolide G,NRP+Polyketide,6,BGC0002118
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,palmerolide D/palmerolide H,NRP+Polyketide,6,BGC0002119
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,onnamide A,NRP+Polyketide:Trans-AT type I polyketide,20,BGC0001105
MAG00108_0022,22.1,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",1_51855,pederin,Polyketide,25,BGC0000255
MAG00108_0023,23.1,"['transAT-PKS-like', 'NRPS-like']",1_41700,bacillaene,Polyketide+NRP,28,BGC0001089
MAG00108_0025,25.1,['NRPS-like'],1_23704,mycosubtilin,NRP+Polyketide,20,BGC0001103
MAG00108_0025,25.1,['NRPS-like'],1_23704,bacillomycin D,Polyketide+NRP:Lipopeptide,20,BGC0001090
MAG00108_0025,25.1,['NRPS-like'],1_23704,iturin,NRP+Polyketide,22,BGC0001098
MAG00108_0025,25.1,['NRPS-like'],1_23704,paenilarvin A/paenilarvin B/paenilarvin C,NRP,50,BGC0000402
MAG00108_0025,25.1,['NRPS-like'],1_23704,plipastatin,NRP,23,BGC0000407
MAG00108_0044,44.1,['NRPS-like'],1_30203,bacillibactin,NRP,100,BGC0000309
MAG00108_0044,44.1,['NRPS-like'],1_30203,bacillibactin/bacillibactin E/bacillibactin F,NRP,60,BGC0002695
MAG00108_0044,44.1,['NRPS-like'],1_30203,paenibactin,NRP,100,BGC0000401
MAG00108_0044,44.1,['NRPS-like'],1_30203,bacillibactin,NRP:NRP siderophore,100,BGC0001185
MAG00108_0044,44.1,['NRPS-like'],1_30203,griseobactin,NRP,38,BGC0000368
MAG00108_0044,44.1,['NRPS-like'],1_30203,fuscachelin A/fuscachelin B/fuscachelin C,NRP,55,BGC0000359
MAG00108_0044,44.1,['NRPS-like'],1_30203,benarthin/dibenarthin,NRP,30,BGC0002688
MAG00108_0044,44.1,['NRPS-like'],1_30203,potensibactin,NRP,60,BGC0002017
MAG00108_0044,44.1,['NRPS-like'],1_30203,rhodochelin,NRP,33,BGC0000417
MAG00108_0044,44.1,['NRPS-like'],1_30203,myxochelin B/myxochelin N/myxochelin O/myxochelin P/myxochelin Q/myxochelin A,NRP+Polyketide,33,BGC0002324
MAG00108_0044,44.1,['NRPS-like'],1_30203,myxochelin A/myxochelin B,NRP,33,BGC0001345
MAG00108_0044,44.1,['NRPS-like'],1_30203,myxochelin B/myxochelin A,NRP,44,BGC0002492
MAG00108_0044,44.1,['NRPS-like'],1_30203,gobichelin A/gobichelin B,NRP,16,BGC0000366
MAG00108_0044,44.1,['NRPS-like'],1_30203,skyllamycin D/skyllamycin E,NRP,5,BGC0002676
MAG00108_0044,44.1,['NRPS-like'],1_30203,aminochelin/azotochelin/protochelin,NRP,50,BGC0002528
MAG00108_0044,44.1,['NRPS-like'],1_30203,cahuitamycin A/cahuitamycin B/cahuitamycin C,NRP,12,BGC0001351
MAG00108_0044,44.1,['NRPS-like'],1_30203,thiocoraline,NRP:Cyclic depsipeptide,7,BGC0000445
MAG00108_0044,44.1,['NRPS-like'],1_30203,SW-163C/UK-63598/SW-163E/SW-163F/SW-163G,NRP,10,BGC0000434
MAG00108_0044,44.1,['NRPS-like'],1_30203,pyridomycin,NRP+Polyketide,7,BGC0001039
MAG00108_0044,44.1,['NRPS-like'],1_30203,griseoviridin/fijimycin A,NRP:Cyclic depsipeptide+Polyketide:Trans-AT type I polyketide,5,BGC0000459
MAG00108_0044,44.1,['NRPS-like'],1_30203,madurastatin A2/madurastatin E1/madurastatin F/madurastatin G1/madurastatin A1,NRP,11,BGC0002718
MAG00108_0044,44.1,['NRPS-like'],1_30203,pepticinnamin E,NRP+Polyketide,9,BGC0002014
MAG00108_0044,44.1,['NRPS-like'],1_30203,quinomycin,NRP,11,BGC0000415
MAG00108_0044,44.1,['NRPS-like'],1_30203,triostin A,NRP,11,BGC0000450
MAG00108_0044,44.1,['NRPS-like'],1_30203,echinomycin,NRP,11,BGC0000339
MAG00108_0044,44.1,['NRPS-like'],1_30203,amychelin,NRP,12,BGC0000300
MAG00108_0044,44.1,['NRPS-like'],1_30203,amycolamycin A/amycolamycin B,Polyketide,2,BGC0001503
MAG00108_0044,44.1,['NRPS-like'],1_30203,chitinimide B/chitinimide F/chitinimide D/chitinimide A/chitinimide C/chitinimide E/chitinimide G,NRP+Polyketide,25,BGC0002503
MAG00108_0044,44.1,['NRPS-like'],1_30203,sanglifehrin A,NRP+Polyketide,4,BGC0001042
MAG00108_0044,44.1,['NRPS-like'],1_30203,colibrimycin,NRP+Other,3,BGC0002100
MAG00108_0044,44.1,['NRPS-like'],1_30203,heterobactin B/heterobactin S2,NRP,36,BGC0002696
MAG00108_0044,44.1,['NRPS-like'],1_30203,mirubactin,NRP,21,BGC0000392
MAG00108_0044,44.1,['NRPS-like'],1_30203,photobactin,NRP,25,BGC0002495
MAG00108_0044,44.1,['NRPS-like'],1_30203,kolossin,NRP,100,BGC0001641
MAG00108_0044,44.1,['NRPS-like'],1_30203,xenematide,NRP,100,BGC0001825
MAG00108_0044,44.1,['NRPS-like'],1_30203,heterobactin A/heterobactin S2,NRP,27,BGC0000371
MAG00108_0044,44.1,['NRPS-like'],1_30203,"2,3-dihydroxybenzoylserine",NRP,15,BGC0002689
MAG00108_0044,44.1,['NRPS-like'],1_30203,myxochelin B/myxochelin A/pseudochelin A,NRP,27,BGC0002491
MAG00108_0044,44.1,['NRPS-like'],1_30203,chromobactin,NRP,30,BGC0002679
MAG00108_0044,44.1,['NRPS-like'],1_30203,obafluorin,NRP,21,BGC0001437
MAG00108_0044,44.1,['NRPS-like'],1_30203,caboxamycin,Other:shikimate derived,33,BGC0001444
MAG00108_0044,44.1,['NRPS-like'],1_30203,vulnibactin,NRP,18,BGC0000460
MAG00108_0044,44.1,['NRPS-like'],1_30203,nataxazole,Polyketide,11,BGC0001213
MAG00108_0044,44.1,['NRPS-like'],1_30203,A33853,Other,13,BGC0001292
MAG00108_0044,44.1,['NRPS-like'],1_30203,amphi-enterobactin 1/amphi-enterobactin 2/amphi-enterobactin 3/amphi-enterobactin 4,NRP,8,BGC0001890
MAG00108_0044,44.1,['NRPS-like'],1_30203,vibriobactin,NRP,18,BGC0002494
MAG00108_0044,44.1,['NRPS-like'],1_30203,frederiksenibactin,NRP,15,BGC0002413
MAG00108_0044,44.1,['NRPS-like'],1_30203,vanchrobactin,NRP,20,BGC0000454
MAG00108_0044,44.1,['NRPS-like'],1_30203,amonabactin P 750,NRP,28,BGC0001502
MAG00108_0044,44.1,['NRPS-like'],1_30203,enterobactin,NRP,50,BGC0000343
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,subtilin,RiPP:Lanthipeptide,100,BGC0000559
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,ericin S,RiPP:Lanthipeptide,81,BGC0000511
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,entianin,RiPP:Lanthipeptide,90,BGC0000506
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,nisin O,RiPP:Lanthipeptide,26,BGC0001701
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,cesin A,RiPP,15,BGC0002668
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,suicin 90-1330,RiPP,18,BGC0001789
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,nisin J,RiPP:Lanthipeptide,25,BGC0002323
MAG00108_0049,49.1,['lanthipeptide-class-i'],4852_25620,salivaricin D,RiPP:Lanthipeptide,15,BGC0000549
MAG00108_0064,64.1,['phosphonate'],1_14737,rhizocticin A,Other,92,BGC0000926
MAG00108_0064,64.1,['phosphonate'],1_14737,phosphonoacetic Acid,Other,23,BGC0001739
MAG00108_0082,82.1,['RiPP-like'],1_7045,amylocyclicin,RiPP:Head-to-tailcyclized peptide,50,BGC0000616
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,enterobactin,NRP,100,BGC0002476
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,frederiksenibactin,NRP,69,BGC0002413
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,trichrysobactin/cyclic trichrysobactin/chrysobactin/dichrysobactin,NRP,76,BGC0002414
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,photobactin,NRP,41,BGC0002495
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,chromobactin,NRP,40,BGC0002679
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,turnerbactin,NRP,30,BGC0000451
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,enterobactin,NRP,75,BGC0000343
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,agrobactin,NRP,50,BGC0002474
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,viobactin,NRP,46,BGC0002680
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,amonabactin P 750,NRP,42,BGC0001502
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,myxochelin B/myxochelin N/myxochelin O/myxochelin P/myxochelin Q/myxochelin A,NRP+Polyketide,25,BGC0002324
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,griseobactin,NRP,23,BGC0000368
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,fimsbactin A,NRP:NRP siderophore,11,BGC0000352
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,streptonigrin,Other,3,BGC0001783
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,vanchrobactin,NRP,30,BGC0000454
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,mirubactin,NRP,14,BGC0000392
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,amychelin,NRP,18,BGC0000300
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,thailanstatin A,NRP+Polyketide,10,BGC0001114
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,acinetobactin,NRP,11,BGC0000294
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,myxochelin A/myxochelin B,NRP,16,BGC0001345
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,aminochelin/azotochelin/protochelin,NRP,25,BGC0002528
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,amphi-enterobactin 1/amphi-enterobactin 2/amphi-enterobactin 3/amphi-enterobactin 4,NRP,8,BGC0001890
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,bacillibactin,NRP:NRP siderophore,40,BGC0001185
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,bacillibactin,NRP,28,BGC0000309
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,bacillibactin/bacillibactin E/bacillibactin F,NRP,20,BGC0002695
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,propanochelin/butanochelin/pentanochelin,NRP,22,BGC0002473
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,heterobactin B/heterobactin S2,NRP,18,BGC0002696
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,heterobactin A/heterobactin S2,NRP,18,BGC0000371
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,potensibactin,NRP,40,BGC0002017
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,albachelin,NRP,20,BGC0001211
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,vibriobactin,NRP,18,BGC0002494
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,parabactin,NRP,50,BGC0002493
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,cahuitamycin A/cahuitamycin B/cahuitamycin C,NRP,8,BGC0001351
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,amychelin A/amychelin B,NRP,11,BGC0002544
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,madurastatin D1/madurastatin D2/(-)-Madurastatin C1,NRP,2,BGC0002686
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,peucechelin,NRP,10,BGC0002466
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,gobichelin A/gobichelin B,NRP,11,BGC0000366
MAG00110_0007,7.1,"['NRP-metallophore', 'NRPS']",57386_112600,vanchrobactin/trivanchrobactin/divanchrobactin,NRP,28,BGC0002415
MAG00110_0030,30.1,['thiopeptide'],29401_51460,O-antigen,Saccharide,14,BGC0000781
MAG00111_0004,4.1,['T3PKS'],1_21464,,,,
MAG00111_0122,122.1,['cyclic-lactone-autoinducer'],1_5745,,,,
MAG00112_0001,1.1,['RiPP-like'],259078_270259,,,,
MAG00112_0016,16.1,['lanthipeptide-class-iii'],1_10543,,,,
MAG00113_0010,10.1,['ranthipeptide'],5596_26987,,,,
MAG00114_0002,2.1,['RiPP-like'],117_11379,,,,
MAG00114_0002,2.2,['lanthipeptide-class-ii'],117_11379,,,,
MAG00115_0004,4.1,['T3PKS'],1_35611,,,,
MAG00119_0032,32.1,['resorcinol'],1_16533,,,,
MAG00120_0001,1.1,['ranthipeptide'],51280_71426,,,,
MAG00120_0004,4.1,['RaS-RiPP'],22556_47782,,,,
MAG00121_0016,16.1,['ranthipeptide'],19299_32411,,,,
MAG00122_0003,3.1,['ranthipeptide'],1230_22874,,,,
MAG00123_0002,2.1,['NRPS-like'],45592_88051,,,,
MAG00123_0003,3.1,['T3PKS'],1_23527,,,,
MAG00123_0007,7.1,['lanthipeptide-class-iii'],44585_59659,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG00126_0007,7.1,['RiPP-like'],21071_32006,,,,
MAG00126_0020,20.1,['RiPP-like'],23585_30081,gassericin T,RiPP,33,BGC0000619
MAG00126_0020,20.1,['RiPP-like'],23585_30081,gassericin-T,RiPP,33,BGC0001602
