MAG,contig_id,region,GBK,From_To,Length,type,most_similar_known_cluster,most_similar_known_cluster_type,similarity,classification,FinalTaxonomy,Genus
MAG00085,MAG00085_0031,31.1,MAG00085_0031.region001,11921_20947,9026,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00085,MAG00085_0105,105.1,MAG00085_0105.region001,1_5577,5576,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00087,MAG00087_0010,10.1,MAG00087_0010.region001,1_26572,26571,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG00089,MAG00089_0016,16.1,MAG00089_0016.region001,1_10544,10543,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00090,MAG00090_0001,1.1,MAG00090_0001.region001,81776_104481,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00090,MAG00090_0005,5.1,MAG00090_0005.region001,113339_124541,11202,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00091,MAG00091_0006,6.1,MAG00091_0006.region001,18232_59539,41307,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG00092,MAG00092_0003,3.1,MAG00092_0003.region001,80805_94468,13663,LAP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG00092,MAG00092_0028,28.1,MAG00092_0028.region001,4202_13607,9405,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG00093,MAG00093_0018,18.1,MAG00093_0018.region001,1_10547,10546,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00096,MAG00096_0005,5.1,MAG00096_0005.region001,2088_44427,42339,HR-T2PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,Cutibacterium_acnes,Cutibacterium
MAG00096,MAG00096_0026,26.1,MAG00096_0026.region001,1_22940,22939,"NRPS, NRPS-like",sulfazecin,NRP,11.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,Cutibacterium_acnes,Cutibacterium
MAG00098,MAG00098_0059,59.1,MAG00098_0059.region001,1_6731,6730,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,Gardnerella_piotii,Bifidobacterium
MAG00099,MAG00099_0019,19.1,MAG00099_0019.region001,1_10543,10542,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00100,MAG00100_0002,2.1,MAG00100_0002.region001,1523_12785,11262,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00100,MAG00100_0002,2.2,MAG00100_0002.region002,115837_138542,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00101,MAG00101_0005,5.1,MAG00101_0005.region001,50901_71179,20278,RRE-containing,,,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,Berryella_sp001552935,Berryella
MAG00102,MAG00102_0160,160.1,MAG00102_0160.region001,1_3213,3212,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis,Limosilactobacillus_vaginalis,Limosilactobacillus
MAG00103,MAG00103_0012,12.1,MAG00103_0012.region001,1_21773,21772,thiopeptide,O-antigen,Saccharide,14.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Escherichia_coli,Escherichia
MAG00103,MAG00103_0022,22.1,MAG00103_0022.region001,30279_70277,39998,"NRP-metallophore, NRPS",enterobactin,NRP,100.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Escherichia_coli,Escherichia
MAG00105,MAG00105_0025,25.1,MAG00105_0025.region001,1_21605,21604,opine-like-metallophore,staphylopine,Other,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0037,37.1,MAG00105_0037.region001,853_18867,18014,NI-siderophore,staphyloferrin A,Other:Non-NRP siderophore,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0044,44.1,MAG00105_0044.region001,862_15933,15071,NI-siderophore,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0059,59.1,MAG00105_0059.region001,1_11927,11926,NI-siderophore,staphyloferrin B,Other,83.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0081,81.1,MAG00105_0081.region001,1_10379,10378,NRPS-like,aureusimine A/aureusimine B/aureusimine C,NRP,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0084,84.1,MAG00105_0084.region001,1_9963,9962,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0100,100.1,MAG00105_0100.region001,1_9107,9106,LAP,listeriolysin S,RiPP:LAP,87.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0116,116.1,MAG00105_0116.region001,1_8290,8289,terpene,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0150,150.1,MAG00105_0150.region001,1_6744,6743,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0216,216.1,MAG00105_0216.region001,1_3909,3908,cyclic-lactone-autoinducer,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00105,MAG00105_0266,266.1,MAG00105_0266.region001,1_2064,2063,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,Staphylococcus_aureus,Staphylococcus
MAG00106,MAG00106_0035,35.1,MAG00106_0035.region001,1_15827,15826,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG00110,MAG00110_0007,7.1,MAG00110_0007.region001,57386_112600,55214,"NRP-metallophore, NRPS",enterobactin,NRP,100.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica,Salmonella_enterica,Salmonella
MAG00110,MAG00110_0030,30.1,MAG00110_0030.region001,29401_51460,22059,thiopeptide,O-antigen,Saccharide,14.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica,Salmonella_enterica,Salmonella
MAG00111,MAG00111_0004,4.1,MAG00111_0004.region001,1_21464,21463,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B,Listeria_monocytogenes,Listeria
MAG00111,MAG00111_0122,122.1,MAG00111_0122.region001,1_5745,5744,cyclic-lactone-autoinducer,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B,Listeria_monocytogenes,Listeria
MAG00112,MAG00112_0001,1.1,MAG00112_0001.region001,259078_270259,11181,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00112,MAG00112_0016,16.1,MAG00112_0016.region001,1_10543,10542,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00113,MAG00113_0010,10.1,MAG00113_0010.region001,5596_26987,21391,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG00114,MAG00114_0002,2.1,MAG00114_0002.region001,117_11379,11262,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00114,MAG00114_0002,2.2,MAG00114_0002.region002,103579_126284,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00115,MAG00115_0004,4.1,MAG00115_0004.region001,1_35611,35610,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,Gardnerella_piotii,Bifidobacterium
MAG00119,MAG00119_0032,32.1,MAG00119_0032.region001,1_16533,16532,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,Prevotella_bivia,Prevotella
MAG00120,MAG00120_0001,1.1,MAG00120_0001.region001,51280_71426,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00120,MAG00120_0004,4.1,MAG00120_0004.region001,22556_47782,25226,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00121,MAG00121_0016,16.1,MAG00121_0016.region001,19299_32411,13112,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,Dialister_sp001553355,Dialister
MAG00122,MAG00122_0003,3.1,MAG00122_0003.region001,1230_22874,21644,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG00123,MAG00123_0002,2.1,MAG00123_0002.region001,45592_88051,42459,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG00123,MAG00123_0003,3.1,MAG00123_0003.region001,1_23527,23526,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG00123,MAG00123_0007,7.1,MAG00123_0007.region001,44585_59659,15074,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG00126,MAG00126_0007,7.1,MAG00126_0007.region001,21071_32006,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00126,MAG00126_0020,20.1,MAG00126_0020.region001,23585_30081,6496,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00126,MAG00126_0051,51.1,MAG00126_0051.region001,6482_15507,9025,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00126,MAG00126_0062,62.1,MAG00126_0062.region001,1_8702,8701,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG00127,MAG00127_0008,8.1,MAG00127_0008.region001,10837_30465,19628,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG00128,MAG00128_0002,2.1,MAG00128_0002.region001,64780_84926,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00128,MAG00128_0006,6.1,MAG00128_0006.region001,88805_114031,25226,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00132,MAG00132_0196,196.1,MAG00132_0196.region001,1_3856,3855,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,Prevotella_bivia,Prevotella
MAG00133,MAG00133_0040,40.1,MAG00133_0040.region001,1_15314,15313,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG00134,MAG00134_0007,7.1,MAG00134_0007.region001,2499_13680,11181,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00134,MAG00134_0010,10.1,MAG00134_0010.region001,1_23792,23791,lanthipeptide-class-v,TP-1161,RiPP:Thiopeptide,8.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00137,MAG00137_0064,64.1,MAG00137_0064.region001,1_9787,9786,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG00139,MAG00139_0002,2.1,MAG00139_0002.region001,11359_52486,41127,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG00139,MAG00139_0009,9.1,MAG00139_0009.region001,1_32388,32387,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG00140,MAG00140_0005,5.1,MAG00140_0005.region001,58552_78830,20278,RRE-containing,,,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,Berryella_sp001552935,Berryella
MAG00141,MAG00141_0008,8.1,MAG00141_0008.region001,1_21131,21130,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG00142,MAG00142_0009,9.1,MAG00142_0009.region001,1_12385,12384,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG00142,MAG00142_0106,106.1,MAG00142_0106.region001,1_3418,3417,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG00145,MAG00145_0012,12.1,MAG00145_0012.region001,9600_30823,21223,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG00145,MAG00145_0034,34.1,MAG00145_0034.region001,1_12749,12748,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG00146,MAG00146_0020,20.1,MAG00146_0020.region001,1_8349,8348,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG00148,MAG00148_0070,70.1,MAG00148_0070.region001,1_5461,5460,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG00149,MAG00149_0007,7.1,MAG00149_0007.region001,57820_69001,11181,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00149,MAG00149_0019,19.1,MAG00149_0019.region001,1_10544,10543,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00150,MAG00150_0151,151.1,MAG00150_0151.region001,1_2704,2703,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG00151,MAG00151_0058,58.1,MAG00151_0058.region001,1_7312,7311,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG00154,MAG00154_0004,4.1,MAG00154_0004.region001,14679_34825,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00154,MAG00154_0042,42.1,MAG00154_0042.region001,1_7056,7055,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00156,MAG00156_0001,1.1,MAG00156_0001.region001,174535_197240,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00156,MAG00156_0001,1.2,MAG00156_0001.region002,289431_300672,11241,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG00157,MAG00157_0008,8.1,MAG00157_0008.region001,17009_27665,10656,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00157,MAG00157_0012,12.1,MAG00157_0012.region001,10200_35603,25403,lanthipeptide-class-v,TP-1161,RiPP:Thiopeptide,8.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00157,MAG00157_0014,14.1,MAG00157_0014.region001,1_10546,10545,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG00158,MAG00158_0002,2.1,MAG00158_0002.region001,2116_22382,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG00159,MAG00159_0004,4.1,MAG00159_0004.region001,155399_167573,12174,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii,Mobiluncus_curtisii,Mobiluncus
MAG00160,MAG00160_0001,1.1,MAG00160_0001.region001,5293_26705,21412,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG00161,MAG00161_0001,1.1,MAG00161_0001.region001,152130_172276,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00161,MAG00161_0003,3.1,MAG00161_0003.region001,22538_47764,25226,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG00164,MAG00164_0017,17.1,MAG00164_0017.region001,4644_24910,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
